CAL851	HCC2218	HCC70	KPL1	EFM192A	CAL51	EFM19	CAL120	JIMT1	HDQP1	ZR751	HCC38	HCC1143	HCC1187	HCC1395	HCC1500	HCC1806	HCC1937	HCC1954	AU565	BT549	MDAMB453	MDAMB468	T47D	BT20	CAMA1	MCF7	MDAMB157	MDAMB231
CD99	6.17232749165762	5.60169651648096	6.01747656302046	6.231701199029	6.43446143244134	8.56357763490489	4.28762004411207	7.82648493104337	6.92919921993398	7.4758955224267	6.55028504908841	6.08618931310448	4.50271248596606	5.38370429247405	8.64006413604154	7.30259323200966	6.12350066435096	6.93168305705981	8.58281940930038	5.12639473762014	7.53130347489285	6.28039961112653	6.52246383549226	6.9159988517389	6.57182847305027	5.3547342399706	6.8626993409766	8.84614852230167	8.64767427490171
HS3ST1	1.58014548442338	0.01435529297707	1.38956681176273	0.214124805352847	0.0840642647884745	1.32192809488736	0	0.27500704749987	0.443606651475615	0.823749360308273	0.111031312388744	0.124328135002202	1.36176835941915	0.389566811762726	0.124328135002202	0.01435529297707	1.04264433740849	0.879705766282288	0.941106310946432	0.0976107966264223	1.04264433740849	0.176322772640463	0.687060688339892	0.01435529297707	0.739848102699327	0.01435529297707	0.01435529297707	0	2.35049724708413
AOC1	0.070389327891398	0.0976107966264223	0.16349873228288	0.0426443374084937	2.36737106564853	0	0.0565835283663675	0.0285691521967709	0.01435529297707	0.0426443374084937	0.070389327891398	0.0285691521967709	0.0565835283663675	0.0426443374084937	0.0285691521967709	0.137503523749935	0.0565835283663675	0.411426245726465	0.27500704749987	3.19692173382033	0.0285691521967709	0	0.0565835283663675	0.16349873228288	0.214124805352847	0.0426443374084937	0.659924558402378	0.0285691521967709	0
WNT16	2.38128337250378	0.01435529297707	0.01435529297707	0.01435529297707	0.01435529297707	0.189033824390017	0.0285691521967709	3.14893410452634	0.565597175854225	0.84799690655495	0.0285691521967709	1.66448284036468	0.411426245726465	0.0565835283663675	0.124328135002202	0.0285691521967709	0.432959407276106	0	0.27500704749987	0.070389327891398	0.01435529297707	0.0840642647884745	0.0426443374084937	0.0285691521967709	0.0565835283663675	0.0285691521967709	0.0426443374084937	0.0426443374084937	0.0840642647884745
HECW1	0.400537929583729	0	0.250961573533219	0.137503523749935	0.263034405833794	1.02856915219677	0	0.963474123974886	1.53605290024021	0.189033824390017	0.01435529297707	1.6507645591169	1.29865831556452	0.389566811762726	0.16349873228288	0	0.298658315564515	0.238786859587116	0.16349873228288	0.137503523749935	2.82578562746479	0	0	0	0	0	0	1.11769504266975	1.09085343045111
MAD1L1	3.37016428054021	3.09929520433778	4.68650052718322	4.38128337250378	2.84799690655495	4.28909670241999	3.85798099512757	3.83086375675176	3.93262815702213	4.14404636961671	3.50462039240355	4.8972404255748	4.21256933885081	4.73009646559547	5.13298804262744	3.1243281350022	4.22958792274065	4.2149019101607	4.7235585614721	4.24488705912354	4.71204544855369	4.02502879449152	4.75274859140713	4.1168637576909	4.79441586635011	4.28318097894557	4.35049724708413	4.80889983925777	5.33628338786443
LASP1	6.71904650392994	5.25361115194717	7.13267965364749	6.1122831085982	8.63270444844369	6.76155123244448	7.14771372235215	7.83022996724067	7.51404333596374	6.40429006444484	5.79051141189419	7.96555343498708	6.5216789516032	6.45532722030456	6.33967188139037	5.80271021929134	6.37451788104629	7.86863738417031	8.01797756645451	5.53013318439181	6.67044381212281	6.403097261532	6.72628628972067	7.68558980116994	7.95274124718649	7.19347607887246	5.55581615506164	6.603477988254	8.15623479785027
SNX11	3.61706334388818	2.54101915313356	3.55581615506164	4.50716034911752	2.70708299177171	3.74846123300403	2.77610398807316	3.73876783680019	4.27351588970212	3.03210084316702	4.64385618977472	4.79441586635011	4.02147972741045	3.76234881564413	3.37573453858316	4.46336088581666	2.76977173924945	3.92029330021101	3.98913900736823	2.96162332828694	3.45811948117451	4.10768786931437	3.87282875953488	4.19298316997399	3.65420637794429	3.71918344048179	4.91408609701272	3.63807383718072	3.83086375675176
TMEM176A	0.0840642647884745	0.0285691521967709	1.15704371014558	0	2.81557542886257	0.176322772640463	1.47508488294878	0.0426443374084937	0	0.0976107966264223	0.7311832415722	0.321928094887362	0.367371065648529	0.613531652917927	0.0976107966264223	0.16349873228288	0.070389327891398	0.333423733725192	0.495695162624069	2.82781902461732	0.137503523749935	0	0.0976107966264223	0	0.333423733725192	0.137503523749935	0	0.0426443374084937	0
M6PR	6.67115181382563	5.86220339905322	6.78371855779037	6.13051908302734	5.48381577726426	6.57091825532867	6.27127625917593	7.24944534108584	6.95907460114051	6.47686768893309	7.44575980445338	6.44741389204674	6.64241277290506	6.71973105674985	7.70279604433096	7.02657877012771	6.19790469702582	7.38474058729238	7.26519307558829	6.85947266685194	7.07435557599732	6.11478344724985	5.78738022229634	4.87381319835909	7.03121873061072	5.63720448190229	6.05115454987851	5.44724856860178	6.16691625156997
KLHL13	1.6507645591169	2.52606881166759	1.16349873228288	2.08065766334523	1.71808758396052	0.16349873228288	0.333423733725192	3.1811025507538	0.0565835283663675	0.422233000683048	2.95419631038688	0.594548549550354	0.895302621333307	2.85598969730848	1.36176835941915	3.49569516262407	2.84599177066457	0.137503523749935	1.65535182861255	1.54596836910529	0.0426443374084937	0.0285691521967709	1.60880924267552	3.0408924306469	0.0426443374084937	0.367371065648529	1.1243281350022	0.124328135002202	0.01435529297707
CYP26B1	0.0565835283663675	0.0565835283663675	0.823749360308273	0.55581615506164	0.0565835283663675	0.823749360308273	2.53356334821451	0.823749360308273	2.40871186102943	0.37851162325373	0.137503523749935	3.08065766334523	1.37851162325373	2.16349873228288	1.92599941855622	0.505890929729957	0.6959938131099	2.33913738491959	3.7235585614721	0.01435529297707	0.111031312388744	0.422233000683048	2.50080205305716	0.53605290024021	4.29719141656586	0.286881147788161	1.11103131238874	1.13093086982645	2.04264433740849
ICA1	4.1586601753465	5.71259578044703	3.66562016406638	5.66078033403255	4.37573453858316	1.75702324650746	4.79856900355688	1.87578006306849	1.46988597627446	5.48413813120167	6.68130869971433	4.40735275114004	4.4988890869768	4.52230689287139	0.400537929583729	6.37121034345557	1.4905701304462	3.16832111573972	4.36457243229586	0.632268215499513	0.176322772640463	5.65821148275179	5.47508488294878	5.87848013113858	2.99819550315325	5.99616274268106	4.67525138605026	0.214124805352847	1.91838623444635
DBNDD1	4.0574502721839	4.25247621413522	5.70293453197598	7.42147579084686	5.37051305246041	4.65935375917005	5.00809242094872	3.62993940943954	4.7371459197762	3.45285896471381	5.13668357769724	4.54905302933729	4.3305584000308	5.81429405828283	3.04614178164472	5.68790052248075	3.10601323762212	5.24222139509837	5.29535569289167	2.96716860753263	2.78031009904338	5.02014657311178	5.09845324630927	4.68201139080069	4.69932952567316	5.92908083524258	5.75648960675997	2.1243281350022	1.41683974191283
ALS2	3.20476675065461	3.04788732939655	3.44228003525258	3.72246602447109	3.12598165385472	4.6876206320849	3.66220549965362	4.48413813120167	3.85798099512757	3.5933537709803	3.65420637794429	5.05311133645956	4.61706334388818	4.07296327155522	4.29792505250381	3.96901230751632	3.3305584000308	4.17072627613155	3.16349873228288	3.57893871309339	4.22573765346606	3.84699468696557	3.90977310414164	3.58135124716878	4.89141918684608	3.71918344048179	3.97636363573276	3.86393845042397	4.50716034911752
CASP10	1.63226821549951	0.0285691521967709	3.57531233068744	0.214124805352847	0.070389327891398	2.23266075679027	0.124328135002202	0.799087306074004	2.26002565596146	2.09085343045111	0.575312330687437	0.0976107966264223	2.55826763405574	0.432959407276106	0.6959938131099	0.0426443374084937	2.38681094647222	2.90881290773955	3.91934008244201	1.24488705912353	0.01435529297707	0.137503523749935	3.97452931248388	0.0565835283663675	4.18269229751619	0.0840642647884745	0.250961573533219	1.07724299893246	1.31034012061215
CFLAR	4.56376827845203	2.59215800212536	4.95233356636969	4.18189764310839	3.46727948045998	5.37573453858316	3.11769504266975	4.83844759254846	4.88068552526113	4.25247621413522	4.80064109732908	5.19337751056436	5.31578357458946	4.56498780095989	4.6915341649192	3.41413553298445	3.75060650483559	5.67440415393769	4.97039353791468	5.14812063112396	4.7839804136838	3.99638874644762	4.93498820178348	3.70929063572336	5.52293456094346	1.56071495447448	4.48992821940518	4.7279204545632	5.40292678058163
TFPI	5.00943675560809	2.27202318906105	4.80992886572143	5.16832111573972	1.31034012061215	7.53970165871227	0.704871964456353	8.60673831741759	4.3305584000308	2.81762325751143	1.11769504266975	2.42223300068305	0.250961573533219	0.263034405833794	1.20163386116965	2.87970576628229	4.47053686509258	3.08406426478847	5.04832338653781	0.918386234446348	5.48252564076792	0.150559676575381	4.2585189247113	0.250961573533219	0.250961573533219	3.38266725274504	6.91157175172643	5.15704371014558	5.91097245165513
NDUFAF7	3.18269229751619	2.05311133645956	3.08746284125034	3.65306001710456	2.86591881455221	4.74846123300404	3.10601323762212	3.74523733212975	3.65420637794429	3.47767732756531	4.17791779219584	3.8499992594661	4.00629802390037	2.87970576628229	2.69376571221778	3.12267271882414	4.40599235967584	3.95698592461258	3.7279204545632	3.55458885167764	3.39643353125099	3.18903382439002	4.26153081524341	3.14893410452634	3.84096670448742	3.27052894238072	3.35614381022528	4.05658352836637	3.13586316536868
RBM5	4.39985467357243	5.47767732756531	5.87110437355546	5.83415498140132	5.80322703643493	7.35658401864443	6.90773192235259	6.23285259178037	5.69682846458871	5.28651155766423	7.09011241966429	6.23208509872283	5.79753183957196	6.46956042171122	6.70514852825302	6.1574479962743	4.44625622988956	6.34482849699744	6.0518071070133	6.10076744956886	6.12990118236507	6.58421090130802	5.74658149978581	6.27351588970212	5.96139181179108	5.90376136512808	5.66220549965362	6.84461162137031	6.26959425168337
MTMR7	0.27500704749987	0.214124805352847	0.0840642647884745	0.985500430304885	0.250961573533219	0.594548549550354	0.189033824390017	0.55581615506164	0.16349873228288	0.238786859587116	1.21412480535285	0.75702324650746	0.713695814843359	0.400537929583729	0.575312330687437	2.0496307677246	0.238786859587116	0.356143810225275	0.367371065648529	0.298658315564515	1.17632277264046	0.286881147788161	0.485426827170242	0.286881147788161	0.263034405833794	2.03913839390696	0.918386234446348	0.55581615506164	0.669026765509631
SLC7A2	0.0565835283663675	5.10097764772482	0.0426443374084937	6.29038753976388	0.933572638261024	0.0565835283663675	0.01435529297707	1.74416109557041	0.389566811762726	0.871843648509318	4.73822740036724	0.0565835283663675	0.16349873228288	0.0976107966264223	0.910732661902913	4.75114232472695	0.84799690655495	0.070389327891398	1.21412480535285	2.65306001710456	0.0565835283663675	0.0285691521967709	0.286881147788161	0.0565835283663675	0.01435529297707	5.62643913669732	7.1122831085982	0.992768430768924	2.84799690655495
ARF5	7.44261180368934	7.04154964501142	8.13924436334755	7.94192792470872	7.74476657742163	7.58187845164784	6.75755668893945	7.11966742691487	7.31024922214374	7.35235246278688	7.33154400050697	8.71870410567489	6.11748726632592	8.22095867500923	8.18080427811412	8.46878693506722	6.67284960165427	7.24345963737763	7.70798025459367	8.74247786700368	7.11655190229302	7.70749718241742	7.4766247087151	6.72027846523333	7.94883442557869	8.6737330754788	7.61294219630467	8.16751850373522	6.9371089462026
SARM1	0.214124805352847	1.790772037862	0.367371065648529	2.23878685958712	1.03562390973072	2.70487196445635	2.80322703643493	2.99638874644762	1.64616265715789	1.01435529297707	2.65306001710456	3.63110428236588	1.67807190511264	0.739848102699327	3.19849415363908	2.75060650483559	0.918386234446348	1.18903382439002	1.17632277264046	1.18903382439002	2.63923216324928	1.25701061820602	2.08406426478847	1.95977015521147	0.887525270741588	0.613531652917927	2.83390207666916	3.1407786557828	0.985500430304885
POLDIP2	5.14934066928622	6.71890955437923	5.39369076418745	5.91456452349394	5.5915597458278	5.86121100345716	6.46466826700345	5.73903797911741	6.70997983224002	5.16269343221124	6.22727899446832	6.95721814916694	5.6724253419715	5.30852106219326	5.57258654938577	6.37399614213124	4.45746296464855	6.34447345945636	6.93333657591232	7.18586654531133	5.83061027435791	6.17312743348066	5.49345520092618	6.66020987335256	6.37399614213124	6.41023933077602	5.9979697822671	5.95745033634712	6.19790469702582
PLXND1	3.54101915313356	6.37138461355796	5.25663329505992	6.15704371014558	5.04657836662033	8.00090140274153	6.11040500673928	3.65535182861255	5.13381009110603	4.81966818349646	4.48284828306847	4.31831684133498	5.36772051340145	5.72492307026661	4.15299460549244	4.56803210477128	4.41481206056585	4.14649230697719	1.6959938131099	5.82603995889619	1.38956681176273	5.74335339094491	3.08576455377831	5.5957423394744	5.46825746832314	4.39848719001897	6.19041732545997	6.94227990170576	4.5981269599196
AK2	6.96878197383005	7.53892609959194	8.5270077606372	7.24098208914239	7.13842540637337	7.20760006725862	7.13093086982645	7.75822321472672	7.72934883193919	6.62205181945638	7.04995742798659	8.34411833452143	7.04854136569376	7.59185890498717	8.15233555125866	7.97429985800373	6.24107745817504	7.73186206106475	7.54589116803285	7.79135827420065	8.05175273852425	7.62680414493225	8.31903981556254	7.29682445864937	7.91719303692495	7.29994062982407	7.33556900555675	7.9469647411558	7.67623919508638
CD38	0.16349873228288	0	2.58255600301406	0.124328135002202	0.214124805352847	0.111031312388744	0.0285691521967709	0.0426443374084937	0	0.286881147788161	0.27500704749987	0.641546029087524	0.0840642647884745	0.389566811762726	0.111031312388744	0.124328135002202	0.669026765509631	0.189033824390017	0.432959407276106	0.0565835283663675	0.704871964456353	0	0.400537929583729	0.01435529297707	0.0565835283663675	0.16349873228288	0.20163386116965	0.298658315564515	0.150559676575381
FKBP4	5.86764940601776	6.68985823631925	6.44989147301094	6.88764711483953	7.37408311172109	5.72109918870719	7.59529478400598	7.07189135305663	6.89129766091913	5.33556900555675	8.17990909001493	5.64702663265485	5.85049941375812	6.79285535236249	6.12515513132229	8.02519494298295	4.63633460244218	7.20896588630656	7.63691458035588	7.96520709119934	6.31759350462347	7.45680614923047	5.62175885670973	8.56780400468265	7.0866139474095	7.14608493861619	6.99988728504695	4.86987140617771	5.86021792474585
KDM1A	7.00438902843249	4.42021289061078	6.35085080548338	5.98139603197215	4.84549005094438	6.63908742334036	6.1139504824225	5.81018600769536	5.79441586635011	6.38973887867698	4.55949181320504	6.21023299009585	5.55489577541901	7.01245693628882	6.38370429247405	5.09803208296053	6.13565798936878	5.64731450954714	6.41464295841001	5.65019012349678	6.64659470958165	6.07937811111865	6.45844762743792	5.3305584000308	5.66106547980695	6.0524593691181	5.66163560233596	6.07531869255335	5.94860084749336
RBM6	3.799087306074	5.14852742516046	4.69766263347052	5.18626283566979	5.36387192485753	6.5957423394744	5.99186193055632	5.40429006444484	5.61323695471633	4.24792751344359	6.91838623444635	5.12969515665378	5.27052894238072	5.36702153323231	5.43762724831895	5.37712374912949	3.93262815702213	5.16148463864166	5.4535175792155	5.20280949212501	5.75274859140713	5.74254523386605	5.18348651445939	5.88264304936184	5.69710657447698	4.5465858290081	5.14241343787374	6.13401553005844	5.46041493916217
CAMKK1	1.56071495447448	2.28688114778816	1.48542682717024	2.0703893278914	1.97819562968165	1.68257329734758	2.80529245560071	1.62293035092018	2.62993940943954	1.40599235967584	2.44095219802964	2.26002565596146	2.52606881166759	0.765534746362977	2.39780296186249	1.81557542886257	3.20006486151431	0.831877241191673	1.83592407425438	3.85996954822103	1.40599235967584	1.20789285164133	0.956056652412403	2.34766565630097	1.34482849699744	2.31324585178756	1.50080205305716	1.72683121703249	2.114367024952
RECQL	5.27798474729977	2.71369581484336	4.92409988564074	3.96347412397489	3.19534759832222	5.28466218548317	4.12515513132229	6.0658738467689	4.64789009105922	4.68369645430652	5.45121111183233	4.96254902292306	5.61588707391606	5.58436125251871	6.30305008468167	6.12763327972587	4.04439411935845	5.36036427654347	3.93262815702213	3.53729606709084	5.99457972421575	4.13422093976063	4.51538446063695	5.11644793551166	4.79701297783615	3.48026512205446	4.22727899446832	4.64673869830785	5.09761079662642
VPS50	2.96716860753263	1.85199883711245	4.34837407519116	3.18903382439002	3.03210084316702	3.5981269599196	2.96347412397489	3.16349873228288	2.21412480535285	3.52230689287139	4.64846544302731	5.17990909001494	2.88752527074159	4.06091204958787	4.11935617703968	4.40735275114004	2.31614574229336	2.97269265400426	4.08915913191124	4.38266725274504	3.84599177066457	2.82374936030827	3.27202318906105	3.36457243229586	3.51349074558812	3.59215800212536	3.00539998774259	3.4262647547021	3.53729606709084
HSPB6	0.0976107966264223	0.0840642647884745	0.250961573533219	0.27500704749987	0.344828496997441	0.189033824390017	0.464668267003444	0.22650852980868	0.748461233004036	0.475084882948783	0.604071323668861	0.565597175854225	0.400537929583729	0.422233000683048	0.748461233004036	0.20163386116965	0.22650852980868	0.839959587489532	0.37851162325373	0.27500704749987	0.722466024471091	0.27500704749987	0.400537929583729	0.22650852980868	0.970853654340484	0.31034012061215	0.422233000683048	2.09423606984577	0.321928094887362
